x,y,z,vx,vy,vz
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
1.43317e+12,10038.2,0,-6.49238e-05,10038.2,0
