x,y,z,vx,vy,vz
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
7.7792e+11,13350.7,0,-0.000219278,13350.7,0
