x,y,z,vx,vy,vz
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
1.08161e+11,37100.6,0,-0.0113455,37100.6,0
