Body,TimeStep,X,Y,Z
7,19,2.8725e+12,136704,0
7,20,2.8725e+12,143539,0
7,21,2.8725e+12,150374,0
7,22,2.8725e+12,157210,0
7,23,2.8725e+12,164045,0
7,24,2.8725e+12,170880,0
7,25,2.8725e+12,177715,0
7,26,2.8725e+12,184550,0
7,27,2.8725e+12,191386,0
7,28,2.8725e+12,198221,0
7,29,2.8725e+12,205056,0
7,30,2.8725e+12,211891,0
7,31,2.8725e+12,218726,0
7,32,2.8725e+12,225562,0
7,33,2.8725e+12,232397,0
7,34,2.8725e+12,239232,0
7,35,2.8725e+12,246067,0
7,36,2.8725e+12,252902,0
7,37,2.8725e+12,259738,0
7,38,2.8725e+12,266573,0
7,39,2.8725e+12,273408,0
7,40,2.8725e+12,280243,0
7,41,2.8725e+12,287078,0
7,42,2.8725e+12,293914,0
7,43,2.8725e+12,300749,0
7,44,2.8725e+12,307584,0
7,45,2.8725e+12,314419,0
7,46,2.8725e+12,321254,0
7,47,2.8725e+12,328090,0
7,48,2.8725e+12,334925,0
7,49,2.8725e+12,341760,0
7,50,2.8725e+12,348595,0
7,51,2.8725e+12,355430,0
7,52,2.8725e+12,362266,0
7,53,2.8725e+12,369101,0
7,54,2.8725e+12,375936,0
7,55,2.8725e+12,382771,0
7,56,2.8725e+12,389606,0
7,57,2.8725e+12,396442,0
7,58,2.8725e+12,403277,0
7,59,2.8725e+12,410112,0
7,60,2.8725e+12,416947,0
7,61,2.8725e+12,423782,0
7,62,2.8725e+12,430618,0
7,63,2.8725e+12,437453,0
7,64,2.8725e+12,444288,0
7,65,2.8725e+12,451123,0
7,66,2.8725e+12,457958,0
7,67,2.8725e+12,464794,0
7,68,2.8725e+12,471629,0
7,69,2.8725e+12,478464,0
7,70,2.8725e+12,485299,0
7,71,2.8725e+12,492134,0
7,72,2.8725e+12,498970,0
7,73,2.8725e+12,505805,0
7,74,2.8725e+12,512640,0
7,75,2.8725e+12,519475,0
7,76,2.8725e+12,526310,0
7,77,2.8725e+12,533146,0
7,78,2.8725e+12,539981,0
7,79,2.8725e+12,546816,0
7,80,2.8725e+12,553651,0
7,81,2.8725e+12,560486,0
7,82,2.8725e+12,567322,0
7,83,2.8725e+12,574157,0
7,84,2.8725e+12,580992,0
7,85,2.8725e+12,587827,0
7,86,2.8725e+12,594662,0
7,87,2.8725e+12,601498,0
7,88,2.8725e+12,608333,0
7,89,2.8725e+12,615168,0
7,90,2.8725e+12,622003,0
7,91,2.8725e+12,628838,0
7,92,2.8725e+12,635674,0
7,93,2.8725e+12,642509,0
7,94,2.8725e+12,649344,0
7,95,2.8725e+12,656179,0
7,96,2.8725e+12,663014,0
7,97,2.8725e+12,669850,0
7,98,2.8725e+12,676685,0
7,99,2.8725e+12,683520,0
8,0,4.4951e+12,2.00487e+06,0
8,1,4.4951e+12,10955.6,0
8,2,4.4951e+12,16433.4,0
8,3,4.4951e+12,21911.2,0
8,4,4.4951e+12,27389,0
8,5,4.4951e+12,32866.8,0
8,6,4.4951e+12,38344.6,0
8,7,4.4951e+12,43822.4,0
8,8,4.4951e+12,49300.2,0
8,9,4.4951e+12,54778,0
8,10,4.4951e+12,60255.8,0
8,11,4.4951e+12,65733.6,0
8,12,4.4951e+12,71211.4,0
8,13,4.4951e+12,76689.2,0
8,14,4.4951e+12,82167,0
8,15,4.4951e+12,87644.8,0
8,16,4.4951e+12,93122.6,0
8,17,4.4951e+12,98600.4,0
8,18,4.4951e+12,104078,0
8,19,4.4951e+12,109556,0
8,20,4.4951e+12,115034,0
8,21,4.4951e+12,120512,0
8,22,4.4951e+12,125989,0
8,23,4.4951e+12,131467,0
8,24,4.4951e+12,136945,0
8,25,4.4951e+12,142423,0
8,26,4.4951e+12,147901,0
8,27,4.4951e+12,153378,0
8,28,4.4951e+12,158856,0
8,29,4.4951e+12,164334,0
8,30,4.4951e+12,169812,0
8,31,4.4951e+12,175290,0
8,32,4.4951e+12,180767,0
8,33,4.4951e+12,186245,0
8,34,4.4951e+12,191723,0
8,35,4.4951e+12,197201,0
8,36,4.4951e+12,202679,0
8,37,4.4951e+12,208156,0
8,38,4.4951e+12,213634,0
8,39,4.4951e+12,219112,0
8,40,4.4951e+12,224590,0
8,41,4.4951e+12,230068,0
8,42,4.4951e+12,235545,0
8,43,4.4951e+12,241023,0
8,44,4.4951e+12,246501,0
8,45,4.4951e+12,251979,0
8,46,4.4951e+12,257457,0
8,47,4.4951e+12,262934,0
8,48,4.4951e+12,268412,0
8,49,4.4951e+12,273890,0
8,50,4.4951e+12,279368,0
8,51,4.4951e+12,284846,0
8,52,4.4951e+12,290323,0
8,53,4.4951e+12,295801,0
8,54,4.4951e+12,301279,0
8,55,4.4951e+12,306757,0
8,56,4.4951e+12,312235,0
8,57,4.4951e+12,317712,0
8,58,4.4951e+12,323190,0
8,59,4.4951e+12,328668,0
8,60,4.4951e+12,334146,0
8,61,4.4951e+12,339624,0
8,62,4.4951e+12,345101,0
8,63,4.4951e+12,350579,0
8,64,4.4951e+12,356057,0
8,65,4.4951e+12,361535,0
8,66,4.4951e+12,367013,0
8,67,4.4951e+12,372490,0
8,68,4.4951e+12,377968,0
8,69,4.4951e+12,383446,0
8,70,4.4951e+12,388924,0
8,71,4.4951e+12,394402,0
8,72,4.4951e+12,399879,0
8,73,4.4951e+12,405357,0
8,74,4.4951e+12,410835,0
8,75,4.4951e+12,416313,0
8,76,4.4951e+12,421791,0
8,77,4.4951e+12,427268,0
8,78,4.4951e+12,432746,0
8,79,4.4951e+12,438224,0
8,80,4.4951e+12,443702,0
8,81,4.4951e+12,449180,0
8,82,4.4951e+12,454657,0
8,83,4.4951e+12,460135,0
8,84,4.4951e+12,465613,0
8,85,4.4951e+12,471091,0
8,86,4.4951e+12,476569,0
8,87,4.4951e+12,482046,0
8,88,4.4951e+12,487524,0
8,89,4.4951e+12,493002,0
8,90,4.4951e+12,498480,0
8,91,4.4951e+12,503958,0
8,92,4.4951e+12,509435,0
8,93,4.4951e+12,514913,0
8,94,4.4951e+12,520391,0
8,95,4.4951e+12,525869,0
8,96,4.4951e+12,531347,0
8,97,4.4951e+12,536824,0
8,98,4.4951e+12,542302,0
8,99,4.4951e+12,547780,0
