x,y,z,vx,vy,vz
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
1.496e+11,29788.9,0,-0.00593112,29788.9,0
